STATEFP,COUNTYFP,STATE,COUNTY,POP,R,D,TOTAL
17,163,Illinois,St. Clair County,258046,57150,68325,128104
17,165,Illinois,Saline County,23182,8103,2789,11089
17,167,Illinois,Sangamon County,193882,53485,48917,104751
17,169,Illinois,Schuyler County,6738,2773,1068,3918
17,171,Illinois,Scott County,4950,2114,572,2741
17,173,Illinois,Shelby County,21299,9426,2504,12097
17,175,Illinois,Stark County,5262,2004,815,2886
17,177,Illinois,Stephenson County,43831,12521,9055,22048
17,179,Illinois,Tazewell County,130777,42513,24819,69051
17,181,Illinois,Union County,16498,6161,2579,8904
17,183,Illinois,Vermilion County,74855,20725,10323,31642
17,185,Illinois,Wabash County,11190,4237,1253,5607
17,187,Illinois,Warren County,16696,4676,3090,7924
17,189,Illinois,Washington County,13764,6115,1641,7921
17,191,Illinois,Wayne County,16031,7176,1187,8499
17,193,Illinois,White County,13364,5791,1517,7431
17,195,Illinois,Whiteside County,54656,14527,12253,27375
17,197,Illinois,Will County,688726,155116,183915,346266
17,199,Illinois,Williamson County,66415,22801,10206,33729
17,201,Illinois,Winnebago County,281295,60861,64056,127710
17,203,Illinois,Woodford County,38091,14799,6160,21498
18,1,Indiana,Adams County,35839,10686,3236,14209
18,3,Indiana,Allen County,382187,92083,73189,169082
18,5,Indiana,Bartholomew County,84447,22410,12934,36235
18,7,Indiana,Benton County,8741,3007,1009,4114
18,9,Indiana,Blackford County,11782,3841,1376,5350
18,11,Indiana,Boone County,69347,22351,15244,38520
18,13,Indiana,Brown County,15112,5777,3036,8981
18,15,Indiana,Carroll County,20228,7086,2224,9495
18,17,Indiana,Cass County,37388,10552,4304,15198
18,19,Indiana,Clark County,119266,33668,23093,57869
18,21,Indiana,Clay County,26246,9499,2552,12267
18,23,Indiana,Clinton County,32206,9334,3361,12949
18,25,Indiana,Crawford County,10629,3483,1355,4944
18,27,Indiana,Daviess County,33505,9576,2169,11954
18,29,Indiana,Dearborn County,49824,19528,5446,25383
18,31,Indiana,Decatur County,26584,9575,2439,12287
18,33,Indiana,DeKalb County,43670,14237,4966,19628
18,35,Indiana,Delaware County,113454,26827,20474,48191
18,37,Indiana,Dubois County,42542,15033,6292,21770
18,39,Indiana,Elkhart County,206161,46972,26108,74387
18,41,Indiana,Fayette County,22892,7755,2237,10136
18,43,Indiana,Floyd County,78936,23400,17511,41802
18,45,Indiana,Fountain County,16511,6154,1629,7986
18,47,Indiana,Franklin County,22761,9691,2137,12000
18,49,Indiana,Fulton County,20018,6694,2280,9147
18,51,Indiana,Gibson County,33825,11817,4023,16161
18,53,Indiana,Grant County,65225,18543,8015,27159
18,55,Indiana,Greene County,32203,11103,3389,14784
18,57,Indiana,Hamilton County,344238,101587,88390,193999
18,59,Indiana,Hancock County,79553,28996,12895,42911
18,61,Indiana,Harrison County,40682,14565,5343,20236
18,63,Indiana,Hendricks County,173251,53802,32604,88505
18,65,Indiana,Henry County,48033,15043,5544,21030
18,67,Indiana,Howard County,82732,26449,13303,40630
18,69,Indiana,Huntington County,36395,13147,4255,17829
18,71,Indiana,Jackson County,44222,14555,4302,19238
18,73,Indiana,Jasper County,33440,11383,3798,15475
18,75,Indiana,Jay County,20416,6361,1926,8461
18,77,Indiana,Jefferson County,32110,9663,4731,14697
18,79,Indiana,Jennings County,27515,9490,2523,12251
18,81,Indiana,Johnson County,160607,51219,24736,77618
18,83,Indiana,Knox County,36522,11655,4067,16011
18,85,Indiana,Kosciusko County,78988,26499,8364,35787
18,87,Indiana,LaGrange County,40119,8110,2355,10633
18,89,Indiana,Lake County,487536,91760,124870,219956
18,91,Indiana,LaPorte County,109663,25997,22427,49392
18,93,Indiana,Lawrence County,45496,15601,4961,21025
18,95,Indiana,Madison County,129681,31215,19524,51793
18,97,Indiana,Marion County,966183,134175,247772,389619
18,99,Indiana,Marshall County,46108,13844,5712,19927
18,101,Indiana,Martin County,10079,4029,1011,5144
18,103,Indiana,Miami County,35328,10925,3235,14473
18,105,Indiana,Monroe County,148219,22071,39861,63151
18,107,Indiana,Montgomery County,38365,12659,4213,17198
18,109,Indiana,Morgan County,70707,27512,7781,36159
18,111,Indiana,Newton County,13907,4942,1509,6591
18,113,Indiana,Noble County,47832,14195,4660,19190
18,115,Indiana,Ohio County,5892,2392,750,3164
18,117,Indiana,Orange County,19651,6432,2224,8832
18,119,Indiana,Owen County,20833,7286,2420,9904
18,121,Indiana,Parke County,16871,5398,1503,7011
18,123,Indiana,Perry County,19154,5345,3203,8722
18,125,Indiana,Pike County,12378,4692,1415,6220
18,127,Indiana,Porter County,170980,45008,39746,86509
18,129,Indiana,Posey County,25275,9206,3811,13236
18,131,Indiana,Pulaski County,12388,4246,1463,5806
18,133,Indiana,Putnam County,37469,12278,3946,16597
18,135,Indiana,Randolph County,24191,8312,2513,11070
18,137,Indiana,Ripley County,28448,11261,2774,14271
18,139,Indiana,Rush County,16649,6035,1754,7932
18,141,Indiana,St. Joseph County,271484,53164,59896,115238
18,143,Indiana,Scott County,23788,7328,2698,10161
18,145,Indiana,Shelby County,44871,14568,5023,19991
18,147,Indiana,Spencer County,20225,7357,3213,10769
18,149,Indiana,Starke County,23049,7466,2650,10290
18,151,Indiana,Steuben County,34831,11327,4513,16162
18,153,Indiana,Sullivan County,20578,6691,2153,8994
18,155,Indiana,Switzerland County,10724,3133,964,4154
18,157,Indiana,Tippecanoe County,196115,34581,35017,71448
18,159,Indiana,Tipton County,15227,6110,1834,8116
18,161,Indiana,Union County,7119,2688,736,3483
18,163,Indiana,Vanderburgh County,182447,41844,34415,77662
18,165,Indiana,Vermillion County,15329,5184,2145,7481
18,167,Indiana,Vigo County,106608,24545,18123,43594
18,169,Indiana,Wabash County,30784,10762,3494,14573
18,171,Indiana,Warren County,8194,3401,974,4472
18,173,Indiana,Warrick County,63269,21326,11923,33829
18,175,Indiana,Washington County,28213,9114,2784,12139
18,177,Indiana,Wayne County,65778,17567,9524,27679
18,179,Indiana,Wells County,28142,10855,2928,14050
18,181,Indiana,White County,24165,7957,3032,11166
18,183,Indiana,Whitley County,34378,12862,4234,17556
19,1,Iowa,Adair County,7059,2917,1198,4177
19,3,Iowa,Adams County,3588,1530,590,2160
19,5,Iowa,Allamakee County,13642,4735,2576,7422
19,7,Iowa,Appanoose County,12430,4512,1891,6516
19,9,Iowa,Audubon County,5481,2295,1071,3420
19,11,Iowa,Benton County,25414,9188,5160,14642
19,13,Iowa,Black Hawk County,130786,29640,35647,66593
19,15,Iowa,Boone County,26277,8695,6303,15340
19,17,Iowa,Bremer County,25311,8294,5958,14546
19,19,Iowa,Buchanan County,21287,6420,4169,10774
19,21,Iowa,Buena Vista County,19772,5056,2961,8167
19,23,Iowa,Butler County,14333,5542,2424,8098
19,25,Iowa,Calhoun County,9473,3689,1470,5258
19,27,Iowa,Carroll County,19914,7737,3454,11335
19,29,Iowa,Cass County,12817,4969,2201,7276
19,31,Iowa,Cedar County,18485,6161,4337,10703
19,33,Iowa,Cerro Gordo County,42103,12442,10941,23801
19,35,Iowa,Cherokee County,11190,4495,1936,6518
19,37,Iowa,Chickasaw County,11834,4308,2233,6631
19,39,Iowa,Clarke County,9353,3144,1466,4670
19,41,Iowa,Clay County,15976,6137,2662,8969
19,43,Iowa,Clayton County,17321,6106,3340,9594
19,45,Iowa,Clinton County,46392,13361,10812,24687
19,47,Iowa,Crawford County,16834,4854,2220,7154
19,49,Iowa,Dallas County,96963,27987,26879,56022
19,51,Iowa,Davis County,9051,3032,1013,4102
19,53,Iowa,Decatur County,7769,2615,1120,3804
19,55,Iowa,Delaware County,16937,6666,3157,10003
19,57,Iowa,Des Moines County,38708,10592,8893,19956
19,59,Iowa,Dickinson County,17549,7438,3661,11244
19,61,Iowa,Dubuque County,97590,27214,25657,53926
19,63,Iowa,Emmet County,9095,3265,1520,4853
19,65,Iowa,Fayette County,19258,6145,3835,10186
19,67,Iowa,Floyd County,15480,4732,3172,8032
19,69,Iowa,Franklin County,9971,3422,1626,5130
19,71,Iowa,Fremont County,6729,2711,1080,3857
19,73,Iowa,Greene County,8795,3223,1769,5057
19,75,Iowa,Grundy County,12217,4929,2206,7276
19,77,Iowa,Guthrie County,10737,4272,1985,6371
19,79,Iowa,Hamilton County,14716,4956,2843,7943
19,81,Iowa,Hancock County,10507,4390,1683,6172
19,83,Iowa,Hardin County,16575,5850,2976,8989
19,85,Iowa,Harrison County,13928,5569,2440,8155
19,87,Iowa,Henry County,19697,6507,3275,9982
19,89,Iowa,Howard County,9176,3127,1772,4958
19,91,Iowa,Humboldt County,9473,3819,1442,5327
19,93,Iowa,Ida County,6833,2880,917,3849
19,95,Iowa,Iowa County,16138,6009,3547,9742
19,97,Iowa,Jackson County,19205,6940,4029,11135
19,99,Iowa,Jasper County,37148,12084,7737,20184
19,101,Iowa,Jefferson County,18347,4443,4319,8959
19,103,Iowa,Johnson County,153740,22925,59177,83851
19,105,Iowa,Jones County,20617,6572,4213,10989
19,107,Iowa,Keokuk County,10085,3797,1414,5303
19,109,Iowa,Kossuth County,14680,6275,2696,9090
19,111,Iowa,Lee County,33480,9773,6541,16734
19,113,Iowa,Linn County,227854,53364,70874,127458
19,115,Iowa,Louisa County,11011,3500,1726,5332
19,117,Iowa,Lucas County,8518,3287,1284,4630
19,119,Iowa,Lyon County,11756,5707,1067,6863
19,121,Iowa,Madison County,16521,6507,3134,9824
19,123,Iowa,Mahaska County,22370,8297,2894,11404
19,125,Iowa,Marion County,33168,12663,6178,19232
19,127,Iowa,Marshall County,39495,9571,8176,18136
19,129,Iowa,Mills County,14766,5585,2508,8268
19,131,Iowa,Mitchell County,10647,3677,2053,5822
19,133,Iowa,Monona County,8598,3248,1407,4728
19,135,Iowa,Monroe County,7770,2975,1078,4088
19,137,Iowa,Montgomery County,9935,3659,1583,5327
19,139,Iowa,Muscatine County,42394,10823,9372,20671
19,141,Iowa,O'Brien County,13679,5861,1569,7551
19,143,Iowa,Osceola County,5987,2690,601,3328
19,145,Iowa,Page County,15073,5319,2086,7528
19,147,Iowa,Palo Alto County,8845,3370,1519,4958
19,149,Iowa,Plymouth County,25219,10492,3494,14188
19,151,Iowa,Pocahontas County,6607,2826,933,3823
19,153,Iowa,Polk County,494281,106800,146250,258755
19,155,Iowa,Pottawattamie County,93328,26247,18575,45744
19,157,Iowa,Poweshiek County,18381,5657,4306,10140
19,159,Iowa,Ringgold County,4801,1968,709,2714
19,161,Iowa,Sac County,9603,4061,1389,5535
19,163,Iowa,Scott County,173216,43683,46926,92599
19,165,Iowa,Shelby County,11430,4697,1959,6795
19,167,Iowa,Sioux County,35043,15680,3019,19051
19,169,Iowa,Story County,98237,20340,29175,51038
19,171,Iowa,Tama County,16801,5303,3577,9048
19,173,Iowa,Taylor County,6092,2463,746,3249
19,175,Iowa,Union County,12157,4010,2061,6185
19,177,Iowa,Van Buren County,7069,2859,875,3791
19,179,Iowa,Wapello County,34985,9516,5821,15633
19,181,Iowa,Warren County,52265,17782,12574,31039
19,183,Iowa,Washington County,21992,6971,4561,11765
19,185,Iowa,Wayne County,6415,2338,727,3109
19,187,Iowa,Webster County,35934,10938,6613,17822
19,189,Iowa,Winnebago County,10277,3707,2135,5970
19,191,Iowa,Winneshiek County,19862,6235,5617,12064
19,193,Iowa,Woodbury County,103138,25736,18704,45362
19,195,Iowa,Worth County,7359,2738,1596,4418
19,197,Iowa,Wright County,12416,4136,1996,6254
20,1,Kansas,Allen County,12399,4155,1559,5842
20,3,Kansas,Anderson County,7949,2874,765,3720
20,5,Kansas,Atchison County,16015,4826,2314,7312
20,7,Kansas,Barber County,4358,1992,284,2313
20,9,Kansas,Barton County,25658,8480,2302,10961
20,11,Kansas,Bourbon County,14435,4910,1505,6550
20,13,Kansas,Brown County,9482,3206,1088,4396
20,15,Kansas,Butler County,66992,22250,9003,31946
20,17,Kansas,Chase County,2586,1114,341,1478
20,19,Kansas,Chautauqua County,3230,1397,212,1634
20,21,Kansas,Cherokee County,19681,6622,2163,8945
20,23,Kansas,Cheyenne County,2600,1158,220,1400
20,25,Kansas,Clark County,1963,885,143,1048
20,27,Kansas,Clay County,8025,3129,883,4134
20,29,Kansas,Cloud County,8642,3182,893,4174
20,31,Kansas,Coffey County,8158,3407,928,4448
20,33,Kansas,Comanche County,1690,745,126,904
20,35,Kansas,Cowley County,34628,9442,4171,13911
20,37,Kansas,Crawford County,38730,10045,6179,16718
20,39,Kansas,Decatur County,2776,1232,208,1458
20,41,Kansas,Dickinson County,18266,7045,2040,9246
20,43,Kansas,Doniphan County,7496,2949,678,3674
20,45,Kansas,Douglas County,122530,16737,39436,57540
20,47,Kansas,Edwards County,2750,1127,267,1413
20,49,Kansas,Elk County,2507,1130,191,1347
20,51,Kansas,Ellis County,28671,9569,3633,13501
20,53,Kansas,Ellsworth County,6034,2106,646,2806
20,55,Kansas,Finney County,35917,7079,4155,11466
20,57,Kansas,Ford County,33094,5763,2926,8850
20,59,Kansas,Franklin County,25703,8326,3623,12247
20,61,Kansas,Geary County,32218,5193,3825,9311
20,63,Kansas,Gove County,2621,1256,163,1433
20,65,Kansas,Graham County,2389,1052,222,1302
20,67,Kansas,Grant County,7077,1910,497,2452
20,69,Kansas,Gray County,5954,1871,337,2240
20,71,Kansas,Greeley County,1196,537,77,629
20,73,Kansas,Greenwood County,5868,2404,562,3030
20,75,Kansas,Hamilton County,2425,684,134,837
20,77,Kansas,Harper County,5336,2128,453,2626
20,79,Kansas,Harvey County,34291,10015,6652,17034
20,81,Kansas,Haskell County,3923,1103,261,1383
20,83,Kansas,Hodgeman County,1779,866,151,1033
20,85,Kansas,Jackson County,13171,4435,1852,6468
20,87,Kansas,Jefferson County,19032,6193,3106,9581
20,89,Kansas,Jewell County,2833,1369,211,1608
20,91,Kansas,Johnson County,607220,155631,184259,349386
20,93,Kansas,Kearny County,3745,1134,255,1413
20,95,Kansas,Kingman County,6974,3102,745,3929
20,97,Kansas,Kiowa County,2456,957,153,1139
20,99,Kansas,Labette County,19586,5639,2607,8414
20,101,Kansas,Lane County,1518,757,114,888
20,103,Kansas,Leavenworth County,82246,21378,13753,36115
20,105,Kansas,Lincoln County,2986,1273,266,1570
20,107,Kansas,Linn County,9654,3940,863,4903
20,109,Kansas,Logan County,2732,1231,185,1437
20,111,Kansas,Lyon County,33045,7381,5878,13622
20,113,Kansas,McPherson County,28448,9562,3977,13868
20,115,Kansas,Marion County,11652,4377,1463,5969
20,117,Kansas,Marshall County,9652,3662,1239,5023
20,119,Kansas,Meade County,4029,1508,261,1807
20,121,Kansas,Miami County,34334,12116,5133,17624
20,123,Kansas,Mitchell County,5879,2454,547,3039
20,125,Kansas,Montgomery County,31502,9768,3147,13177
20,127,Kansas,Morris County,5559,2085,721,2849
20,129,Kansas,Morton County,2538,1004,147,1163
20,131,Kansas,Nemaha County,10121,4612,920,5625
20,133,Kansas,Neosho County,15929,4795,1727,6629
20,135,Kansas,Ness County,2768,1315,147,1487
20,137,Kansas,Norton County,5328,1977,361,2390
20,139,Kansas,Osage County,15770,5591,2099,7893
20,141,Kansas,Osborne County,3439,1590,275,1899
20,143,Kansas,Ottawa County,5712,2581,504,3159
20,145,Kansas,Pawnee County,6366,2028,635,2712
20,147,Kansas,Phillips County,5181,2388,318,2752
20,149,Kansas,Pottawatomie County,24722,9247,3257,12815
20,151,Kansas,Pratt County,9127,3087,924,4107
20,153,Kansas,Rawlins County,2511,1253,214,1496
20,155,Kansas,Reno County,61793,17948,8602,27245
20,157,Kansas,Republic County,4536,2172,420,2643
20,159,Kansas,Rice County,9362,3187,953,4230
20,161,Kansas,Riley County,73202,11174,11940,23855
20,163,Kansas,Rooks County,4827,2294,332,2661
20,165,Kansas,Rush County,2947,1425,291,1748
20,167,Kansas,Russell County,6804,2765,591,3429
20,169,Kansas,Saline County,53926,15313,8022,23911
20,171,Kansas,Scott County,4790,1991,290,2322
20,173,Kansas,Sedgwick County,519907,117653,90820,213552
20,175,Kansas,Seward County,21038,3285,1736,5099
20,177,Kansas,Shawnee County,175999,40443,43015,86122
20,179,Kansas,Sheridan County,2520,1237,144,1397
20,181,Kansas,Sherman County,5777,2222,386,2673
20,183,Kansas,Smith County,3544,1734,328,2092
20,185,Kansas,Stafford County,4046,1631,355,2017
20,187,Kansas,Stanton County,1969,607,147,767
20,189,Kansas,Stevens County,5388,1731,233,1997
20,191,Kansas,Sumner County,22578,7998,2551,10779
20,193,Kansas,Thomas County,7702,3106,622,3794
20,195,Kansas,Trego County,2758,1341,238,1603
20,197,Kansas,Wabaunsee County,6906,2813,956,3861
20,199,Kansas,Wallace County,1536,762,44,817
20,201,Kansas,Washington County,5427,2332,467,2843
20,203,Kansas,Wichita County,2074,803,147,961
20,205,Kansas,Wilson County,8362,3111,711,3899
20,207,Kansas,Woodson County,3015,1189,283,1495
20,209,Kansas,Wyandotte County,165265,18512,35566,55107
21,1,Kentucky,Adair County,19555,7276,1392,8768
21,3,Kentucky,Allen County,21303,7587,1642,9364
21,5,Kentucky,Anderson County,22833,9661,3348,13254
21,7,Kentucky,Ballard County,7769,3356,825,4225
21,9,Kentucky,Barren County,44300,14654,5127,20064
21,11,Kentucky,Bath County,12481,3986,1573,5627
21,13,Kentucky,Bell County,25482,8140,1789,10044
21,15,Kentucky,Boone County,135396,44814,20901,66998
21,17,Kentucky,Bourbon County,19901,6190,3296,9648
21,19,Kentucky,Boyd County,46516,14295,7083,21751
21,21,Kentucky,Boyle County,30367,8872,5298,14478
21,23,Kentucky,Bracken County,8286,3398,800,4246
21,25,Kentucky,Breathitt County,12550,4265,1301,5661
21,27,Kentucky,Breckinridge County,20537,7701,2350,10201
21,29,Kentucky,Bullitt County,82182,30708,10552,41998
21,31,Kentucky,Butler County,12703,4960,1079,6125
21,33,Kentucky,Caldwell County,12687,4906,1433,6434
21,35,Kentucky,Calloway County,39300,11352,5797,17457
21,37,Kentucky,Campbell County,94020,28482,19374,48878
21,39,Kentucky,Carlisle County,4692,2159,463,2638
21,41,Kentucky,Carroll County,10730,2954,1116,4136
21,43,Kentucky,Carter County,26542,8775,2642,11586
21,45,Kentucky,Casey County,16066,6179,918,7171
21,47,Kentucky,Christian County,71478,15080,8296,23863
21,49,Kentucky,Clark County,36463,11811,6004,18139
21,51,Kentucky,Clay County,19631,6677,831,7591
21,53,Kentucky,Clinton County,10110,4280,603,4932
21,55,Kentucky,Crittenden County,8847,3451,731,4242
21,57,Kentucky,Cumberland County,6523,2769,508,3309
21,59,Kentucky,Daviess County,101978,31025,17286,49287
21,61,Kentucky,Edmonson County,12235,4828,1227,6132
21,63,Kentucky,Elliott County,7372,2246,712,2995
21,65,Kentucky,Estill County,14109,5100,1355,6540
21,67,Kentucky,Fayette County,324735,58860,90600,152912
21,69,Kentucky,Fleming County,14603,5534,1474,7068
21,71,Kentucky,Floyd County,34974,12250,3884,16353
21,73,Kentucky,Franklin County,51118,12900,12652,26072
21,75,Kentucky,Fulton County,5952,1606,794,2426
21,77,Kentucky,Gallatin County,8779,2955,822,3849
21,79,Kentucky,Garrard County,17719,6754,1830,8706
21,81,Kentucky,Grant County,25387,8725,2205,11108
21,83,Kentucky,Graves County,36818,13206,3560,17019
21,85,Kentucky,Grayson County,26480,9453,2400,11985
21,87,Kentucky,Green County,10995,4838,920,5812
21,89,Kentucky,Greenup County,34865,13064,4873,18176
21,91,Kentucky,Hancock County,8742,3145,1351,4587
21,93,Kentucky,Hardin County,111309,29832,18101,48941
21,95,Kentucky,Harlan County,25566,9367,1494,10971
21,97,Kentucky,Harrison County,18920,6334,2400,8859
21,99,Kentucky,Hart County,19013,6345,1908,8370
21,101,Kentucky,Henderson County,44740,12730,7639,20697
21,103,Kentucky,Henry County,16067,5843,2142,8110
21,105,Kentucky,Hickman County,4364,1714,458,2199
21,107,Kentucky,Hopkins County,44662,15757,5439,21512
21,109,Kentucky,Jackson County,13340,5453,605,6113
21,111,Kentucky,Jefferson County,767452,150646,228358,386629
21,113,Kentucky,Jessamine County,54057,17096,8567,26280
21,115,Kentucky,Johnson County,22002,8450,1608,10192
21,117,Kentucky,Kenton County,167949,48129,32271,82198
21,119,Kentucky,Knott County,14512,4780,1412,6252
21,121,Kentucky,Knox County,31022,11012,2114,13273
21,123,Kentucky,Larue County,14431,5685,1504,7301
21,125,Kentucky,Laurel County,61238,23237,4475,28111
21,127,Kentucky,Lawrence County,15436,5633,1238,6955
21,129,Kentucky,Lee County,7268,2273,481,2801
21,131,Kentucky,Leslie County,9637,4321,446,4813
21,133,Kentucky,Letcher County,21213,7226,1799,9135
21,135,Kentucky,Lewis County,13262,4986,823,5883
21,137,Kentucky,Lincoln County,24466,8489,2254,10914
21,139,Kentucky,Livingston County,9041,4010,939,5004
21,141,Kentucky,Logan County,27416,9067,3094,12350
21,143,Kentucky,Lyon County,8133,3100,1092,4228
21,145,Kentucky,McCracken County,65644,21820,11195,33549
21,147,Kentucky,McCreary County,17071,5664,725,6438
21,149,Kentucky,McLean County,9075,3633,1074,4782
21,151,Kentucky,Madison County,94265,27356,15581,43957
21,153,Kentucky,Magoffin County,12017,4174,1214,5447
21,155,Kentucky,Marion County,19314,6113,2722,8928
21,157,Kentucky,Marshall County,31163,13297,4071,17603
21,159,Kentucky,Martin County,11031,3496,403,3936
21,161,Kentucky,Mason County,17035,5477,2362,7958
21,163,Kentucky,Meade County,28616,10185,3632,14113
21,165,Kentucky,Menifee County,6502,2311,750,3102
21,167,Kentucky,Mercer County,21889,8506,3033,11735
21,169,Kentucky,Metcalfe County,10058,3959,975,5012
21,171,Kentucky,Monroe County,10549,4628,657,5330
21,173,Kentucky,Montgomery County,28186,8993,3630,12842
21,175,Kentucky,Morgan County,13142,4301,1175,5544
21,177,Kentucky,Muhlenberg County,30457,10497,3545,14235
21,179,Kentucky,Nelson County,46450,15703,7188,23256
21,181,Kentucky,Nicholas County,7234,2408,955,3396
21,183,Kentucky,Ohio County,23899,8582,2404,11129
21,185,Kentucky,Oldham County,66999,22654,14505,37976
21,187,Kentucky,Owen County,11017,4292,1098,5458
21,189,Kentucky,Owsley County,4331,1671,216,1896
21,191,Kentucky,Pendleton County,14586,5515,1322,6925
21,193,Kentucky,Perry County,25456,8129,2356,10626
21,195,Kentucky,Pike County,57057,20284,4866,25395
21,197,Kentucky,Powell County,12218,4041,1367,5505
21,199,Kentucky,Pulaski County,65530,25442,5666,31557
21,201,Kentucky,Robertson County,2136,884,253,1146
21,203,Kentucky,Rockcastle County,16750,6577,1134,7784
21,205,Kentucky,Rowan County,24682,5994,3880,10065
21,207,Kentucky,Russell County,17998,7519,1331,8955
21,209,Kentucky,Scott County,58470,17767,10567,28969
21,211,Kentucky,Shelby County,49611,15055,8077,23550
21,213,Kentucky,Simpson County,18635,5888,2681,8732
21,215,Kentucky,Spencer County,19585,8737,2530,11433
21,217,Kentucky,Taylor County,25707,9376,2963,12517
21,219,Kentucky,Todd County,12448,4062,1205,5363
21,221,Kentucky,Trigg County,14776,5487,1791,7376
21,223,Kentucky,Trimble County,8481,3227,1012,4320
21,225,Kentucky,Union County,14443,4965,1529,6577
21,227,Kentucky,Warren County,134510,31791,22479,55401
21,229,Kentucky,Washington County,12147,4482,1644,6225
21,231,Kentucky,Wayne County,20209,7430,1700,9240
21,233,Kentucky,Webster County,12923,4506,1412,5993
21,235,Kentucky,Whitley County,36451,12567,2552,15356
21,237,Kentucky,Wolfe County,7106,2097,839,2979
21,239,Kentucky,Woodford County,26765,8362,6530,15211
22,1,Louisiana,Acadia Parish,61918,22596,5443,28425
22,3,Louisiana,Allen Parish,25440,7574,2108,9810
22,5,Louisiana,Ascension Parish,128665,40687,20399,62325
22,7,Louisiana,Assumption Parish,21621,7271,3833,11235
22,9,Louisiana,Avoyelles Parish,39966,12028,4979,17292
22,11,Louisiana,Beauregard Parish,37881,13575,2542,16357
22,13,Louisiana,Bienville Parish,12983,3891,3067,7050
22,15,Louisiana,Bossier Parish,127275,38074,15662,54655
22,17,Louisiana,Caddo Parish,237479,48021,55110,104912
22,19,Louisiana,Calcasieu Parish,203310,55066,25982,82663
22,21,Louisiana,Caldwell Parish,9839,3976,745,4762
22,23,Louisiana,Cameron Parish,7003,3671,324,4039
22,25,Louisiana,Catahoula Parish,9226,3541,1269,4858
22,27,Louisiana,Claiborne Parish,15508,3770,2731,6580
22,29,Louisiana,Concordia Parish,18914,5550,3177,8828
22,31,Louisiana,De Soto Parish,27650,9112,5457,14736
22,33,Louisiana,East Baton Rouge Parish,439729,88420,115577,208182
22,35,Louisiana,East Carroll Parish,6589,1080,1900,3036
22,37,Louisiana,East Feliciana Parish,18882,6064,4280,10509
22,39,Louisiana,Evangeline Parish,33276,11053,4158,15412
22,41,Louisiana,Franklin Parish,19723,6970,2658,9720
22,43,Louisiana,Grant Parish,22254,8117,1157,9392
22,45,Louisiana,Iberia Parish,68991,21251,11027,32713
22,47,Louisiana,Iberville Parish,32070,7893,8514,16719
22,49,Louisiana,Jackson Parish,15574,5394,2143,7632
22,51,Louisiana,Jefferson Parish,432346,105949,84477,193733
22,53,Louisiana,Jefferson Davis Parish,31208,11423,3208,14841
22,55,Louisiana,Lafayette Parish,246518,72519,39685,114521
